date,hour,zone,congestion_index,estimated_vehicles,avg_speed_kmh,co2_emissions_kg,fuel_waste_liters,is_weekend
2025-01-02,18,JBR,0.698,844,32.8,94.82,132.7,False
2025-01-02,19,JBR,0.91,1006,23.6,129.04,159.0,False
2025-01-02,20,JBR,0.614,822,36.9,87.14,107.2,False
2025-01-02,21,JBR,0.609,789,42.6,83.37,123.3,False
2025-01-02,22,JBR,0.236,641,54.9,49.8,34.2,False
2025-01-02,23,JBR,0.246,589,55.6,46.21,58.8,False
2025-01-02,0,Business Bay,0.198,628,59.7,46.98,14.6,False
2025-01-02,1,Business Bay,0.197,584,54.0,43.67,36.7,False
2025-01-02,2,Business Bay,0.104,523,61.2,35.46,28.6,False
2025-01-02,3,Business Bay,0.136,532,59.5,37.35,36.4,False
2025-01-02,4,Business Bay,0.108,586,60.9,39.92,3.7,False
2025-01-02,5,Business Bay,0.234,635,59.4,49.23,45.1,False
2025-01-02,6,Business Bay,0.259,603,53.3,47.88,37.0,False
2025-01-02,7,Business Bay,0.749,855,33.4,99.33,138.7,False
2025-01-02,8,Business Bay,1.0,1029,16.4,138.92,180.3,False
2025-01-02,9,Business Bay,1.0,991,17.0,133.78,203.4,False
2025-01-02,10,Business Bay,0.687,834,39.2,93.02,140.2,False
2025-01-02,11,Business Bay,0.819,948,26.4,115.11,182.5,False
2025-01-02,12,Business Bay,0.771,944,30.2,111.25,159.1,False
2025-01-02,13,Business Bay,0.824,883,25.8,107.58,161.0,False
2025-01-02,14,Business Bay,0.666,843,36.1,92.69,136.9,False
2025-01-02,15,Business Bay,0.617,814,40.2,86.48,143.4,False
2025-01-02,16,Business Bay,0.8,920,32.1,110.39,127.0,False
2025-01-02,17,Business Bay,1.0,969,21.9,130.81,179.6,False
2025-01-02,18,Business Bay,1.0,970,16.7,130.95,188.6,False
2025-01-02,19,Business Bay,1.0,1007,16.9,135.95,187.1,False
2025-01-02,20,Business Bay,0.966,947,16.7,125.43,199.1,False
2025-01-02,21,Business Bay,0.719,835,34.8,95.14,133.2,False
2025-01-02,22,Business Bay,0.539,804,40.4,80.74,91.8,False
2025-01-02,23,Business Bay,0.259,586,57.6,46.54,42.4,False
2025-01-02,0,Al Quoz,0.095,556,63.4,37.31,31.5,False
2025-01-02,1,Al Quoz,0.055,534,63.2,34.25,0.0,False
2025-01-02,2,Al Quoz,0.117,572,58.3,39.36,5.5,False
2025-01-02,3,Al Quoz,0.007,521,60.9,31.54,0.0,False
2025-01-02,4,Al Quoz,0.069,547,57.9,35.65,8.9,False
2025-01-02,5,Al Quoz,0.092,543,53.7,36.33,12.8,False
2025-01-02,6,Al Quoz,0.166,575,58.8,41.65,38.1,False
2025-01-02,7,Al Quoz,0.41,661,41.7,59.98,98.1,False
2025-01-02,8,Al Quoz,0.706,869,37.9,98.13,153.7,False
2025-01-02,9,Al Quoz,0.614,784,35.8,83.17,144.3,False
2025-01-02,10,Al Quoz,0.539,745,45.2,74.84,99.3,False
2025-01-02,11,Al Quoz,0.509,754,44.3,74.04,87.5,False
2025-01-02,12,Al Quoz,0.385,680,52.8,60.46,83.3,False
2025-01-02,13,Al Quoz,0.454,753,45.8,70.83,102.2,False
2025-01-02,14,Al Quoz,0.335,664,47.7,56.53,63.4,False
2025-01-02,15,Al Quoz,0.452,777,44.1,72.93,84.2,False
2025-01-02,16,Al Quoz,0.443,732,41.6,68.24,93.5,False
2025-01-02,17,Al Quoz,0.702,788,35.3,88.78,146.0,False
2025-01-02,18,Al Quoz,0.693,865,31.6,96.87,133.0,False
2025-01-02,19,Al Quoz,0.596,846,42.8,88.56,114.7,False
2025-01-02,20,Al Quoz,0.697,876,35.3,98.34,149.1,False
2025-01-02,21,Al Quoz,0.49,746,41.7,72.15,104.5,False
2025-01-02,22,Al Quoz,0.198,592,50.9,44.32,34.5,False
2025-01-02,23,Al Quoz,0.0,504,62.5,30.24,0.0,False
2025-01-02,0,DIP,0.075,519,61.2,34.06,3.0,False
2025-01-02,1,DIP,0.04,471,69.6,29.68,5.2,False
2025-01-02,2,DIP,0.046,539,58.0,34.2,8.5,False
2025-01-02,3,DIP,0.0,492,64.8,29.52,0.0,False
2025-01-02,4,DIP,0.054,511,62.1,32.72,54.1,False
2025-01-02,5,DIP,0.056,556,60.2,35.71,19.0,False
2025-01-02,6,DIP,0.071,519,66.2,33.9,2.0,False
2025-01-02,7,DIP,0.32,676,49.5,56.81,50.1,False
2025-01-02,8,DIP,0.779,849,29.5,100.54,157.4,False
2025-01-02,9,DIP,0.367,683,49.3,59.78,87.0,False
2025-01-02,10,DIP,0.425,698,45.5,64.11,81.7,False
2025-01-02,11,DIP,0.411,804,45.3,73.02,90.0,False
2025-01-02,12,DIP,0.364,691,48.7,60.35,66.7,False
2025-01-02,13,DIP,0.525,768,37.2,76.3,93.2,False
2025-01-02,14,DIP,0.357,688,47.7,59.69,65.8,False
2025-01-02,15,DIP,0.111,542,58.8,37.02,39.5,False
2025-01-02,16,DIP,0.408,706,48.7,63.96,95.7,False
2025-01-02,17,DIP,0.704,846,31.6,95.42,145.1,False
2025-01-02,18,DIP,0.864,999,20.5,124.68,185.8,False
2025-01-02,19,DIP,0.62,783,36.8,83.37,115.6,False
2025-01-02,20,DIP,0.46,719,42.9,67.94,95.1,False
2025-01-02,21,DIP,0.375,731,47.2,64.4,74.7,False
2025-01-02,22,DIP,0.357,674,49.0,58.49,73.9,False
2025-01-02,23,DIP,0.138,576,58.3,40.52,12.8,False
2025-01-02,0,Academic City,0.072,524,57.8,34.27,36.9,False
2025-01-02,1,Academic City,0.0,505,62.9,30.3,5.8,False
2025-01-02,2,Academic City,0.0,453,64.6,27.18,0.0,False
2025-01-02,3,Academic City,0.0,476,63.4,28.56,0.0,False
2025-01-02,4,Academic City,0.0,463,65.0,27.78,5.4,False
2025-01-02,5,Academic City,0.0,535,62.1,32.1,15.7,False
2025-01-02,6,Academic City,0.262,674,56.1,53.71,36.2,False
2025-01-02,7,Academic City,0.252,634,53.6,50.04,45.6,False
2025-01-02,8,Academic City,0.633,850,36.8,91.36,118.6,False
2025-01-02,9,Academic City,0.423,713,47.3,65.38,91.0,False
2025-01-02,10,Academic City,0.387,679,52.3,60.44,67.7,False
2025-01-02,11,Academic City,0.375,696,47.8,61.34,74.6,False
2025-01-02,12,Academic City,0.253,620,50.9,48.95,46.8,False
2025-01-02,13,Academic City,0.392,681,45.8,60.89,63.8,False
2025-01-02,14,Academic City,0.161,621,60.3,44.78,52.0,False
2025-01-02,15,Academic City,0.167,614,52.9,44.55,58.0,False
2025-01-02,16,Academic City,0.415,755,47.6,68.82,76.9,False
2025-01-02,17,Academic City,0.489,785,45.2,75.9,102.2,False
2025-01-02,18,Academic City,0.478,733,44.5,70.24,108.2,False
2025-01-02,19,Academic City,0.636,781,38.6,84.14,126.4,False
2025-01-02,20,Academic City,0.357,665,47.1,57.72,62.7,False
2025-01-02,21,Academic City,0.293,659,54.9,54.02,67.4,False
2025-01-02,22,Academic City,0.17,529,57.5,38.49,37.2,False
2025-01-02,23,Academic City,0.062,509,59.7,32.89,0.0,False
2025-01-02,0,Jumeirah,0.069,545,67.1,35.53,4.7,False
2025-01-02,1,Jumeirah,0.032,547,67.0,34.12,0.0,False
2025-01-02,2,Jumeirah,0.173,621,57.5,45.3,61.5,False
2025-01-02,3,Jumeirah,0.137,544,56.7,38.23,33.2,False
2025-01-02,4,Jumeirah,0.041,493,60.8,31.1,7.9,False
2025-01-02,5,Jumeirah,0.007,472,63.8,28.57,0.0,False
2025-01-02,6,Jumeirah,0.129,598,65.4,41.66,45.5,False
2025-01-02,7,Jumeirah,0.581,816,38.0,84.54,107.2,False
2025-01-02,8,Jumeirah,0.561,786,33.5,80.24,114.4,False
2025-01-02,9,Jumeirah,0.662,879,37.7,96.38,131.7,False
2025-01-02,10,Jumeirah,0.402,729,45.5,65.7,87.8,False
2025-01-02,11,Jumeirah,0.554,729,40.6,74.02,131.0,False
2025-01-02,12,Jumeirah,0.432,709,50.4,65.5,81.1,False
2025-01-02,13,Jumeirah,0.521,784,40.7,77.7,114.1,False
2025-01-02,14,Jumeirah,0.468,713,42.0,67.78,116.7,False
2025-01-02,15,Jumeirah,0.523,745,44.9,73.9,75.5,False
2025-01-02,16,Jumeirah,0.569,755,40.7,77.51,121.5,False
2025-01-02,17,Jumeirah,0.752,894,30.7,104.04,147.6,False
2025-01-02,18,Jumeirah,0.793,872,31.9,104.18,156.6,False
2025-01-02,19,Jumeirah,0.634,840,39.1,90.33,152.6,False
2025-01-02,20,Jumeirah,0.689,891,33.1,99.48,145.8,False
2025-01-02,21,Jumeirah,0.449,740,43.4,69.31,108.2,False
2025-01-02,22,Jumeirah,0.294,644,54.0,52.84,72.0,False
2025-01-02,23,Jumeirah,0.301,673,47.6,55.58,57.3,False
2025-01-02,0,Al Barsha,0.128,560,55.0,38.99,13.0,False
2025-01-02,1,Al Barsha,0.004,479,63.3,28.88,0.0,False
2025-01-02,2,Al Barsha,0.126,508,62.5,35.3,46.9,False
2025-01-02,3,Al Barsha,0.064,455,61.0,29.49,0.5,False
2025-01-02,4,Al Barsha,0.089,565,57.3,37.66,4.7,False
2025-01-02,5,Al Barsha,0.091,534,58.8,35.7,0.0,False
2025-01-02,6,Al Barsha,0.103,495,56.3,33.53,25.2,False
2025-01-02,7,Al Barsha,0.629,802,34.8,85.95,126.6,False
2025-01-02,8,Al Barsha,0.619,835,35.9,88.86,124.6,False
2025-01-02,9,Al Barsha,0.734,863,37.0,99.3,152.9,False
2025-01-02,10,Al Barsha,0.559,780,48.1,79.49,143.6,False
2025-01-02,11,Al Barsha,0.451,717,47.3,67.28,71.3,False
2025-01-02,12,Al Barsha,0.569,778,42.8,79.87,140.7,False
2025-01-02,13,Al Barsha,0.748,861,30.3,99.96,162.0,False
2025-01-02,14,Al Barsha,0.441,702,41.9,65.34,89.8,False
2025-01-02,15,Al Barsha,0.471,740,45.9,70.54,116.3,False
2025-01-02,16,Al Barsha,0.6,814,31.8,85.48,122.4,False
2025-01-02,17,Al Barsha,0.871,880,26.3,110.26,135.8,False
2025-01-02,18,Al Barsha,0.896,940,24.3,119.56,185.9,False
2025-01-02,19,Al Barsha,0.755,856,31.7,99.86,140.1,False
2025-01-02,20,Al Barsha,0.655,762,32.7,83.14,123.8,False
2025-01-02,21,Al Barsha,0.525,755,50.8,75.05,79.2,False
2025-01-02,22,Al Barsha,0.189,601,52.8,44.6,20.4,False
2025-01-02,23,Al Barsha,0.187,694,59.6,51.35,67.4,False
2025-01-02,0,Airport Area,0.082,572,68.7,37.85,3.1,False
2025-01-02,1,Airport Area,0.112,516,65.2,35.29,28.3,False
2025-01-02,2,Airport Area,0.032,524,64.4,32.68,0.0,False
2025-01-02,3,Airport Area,0.046,525,56.2,33.29,23.5,False
2025-01-02,4,Airport Area,0.0,517,66.0,31.02,6.2,False
2025-01-02,5,Airport Area,0.017,492,64.9,30.15,0.0,False
2025-01-02,6,Airport Area,0.182,585,61.7,43.11,27.8,False
2025-01-02,7,Airport Area,0.579,751,38.4,77.66,97.1,False
2025-01-02,8,Airport Area,0.928,921,22.1,119.35,203.1,False
2025-01-02,9,Airport Area,0.673,808,31.9,89.25,117.1,False
2025-01-02,10,Airport Area,0.79,922,28.5,109.97,156.9,False
2025-01-02,11,Airport Area,0.648,817,36.4,88.7,136.2,False
2025-01-02,12,Airport Area,0.687,807,31.7,89.98,144.7,False
2025-01-02,13,Airport Area,0.821,926,29.6,112.6,154.7,False
2025-01-02,14,Airport Area,0.742,841,39.7,97.27,161.7,False
2025-01-02,15,Airport Area,0.516,744,42.2,73.42,101.1,False
2025-01-02,16,Airport Area,0.617,805,38.7,85.55,163.2,False
2025-01-02,17,Airport Area,0.927,978,23.5,126.68,168.0,False
2025-01-02,18,Airport Area,1.0,1007,18.7,135.95,197.2,False
2025-01-02,19,Airport Area,0.949,946,22.3,124.07,189.7,False
2025-01-02,20,Airport Area,0.756,895,33.3,104.48,149.9,False
2025-01-02,21,Airport Area,0.538,771,41.3,77.37,131.2,False
2025-01-02,22,Airport Area,0.603,787,37.3,82.79,126.9,False
2025-01-02,23,Airport Area,0.377,693,47.0,61.2,69.8,False
2025-01-03,0,Deira,0.096,526,60.7,35.34,20.1,True
2025-01-03,1,Deira,0.0,490,65.1,29.4,0.0,True
2025-01-03,2,Deira,0.103,529,61.7,35.82,16.4,True
2025-01-03,3,Deira,0.0,505,64.8,30.3,0.0,True
2025-01-03,4,Deira,0.04,507,62.2,31.93,22.8,True
2025-01-03,5,Deira,0.114,561,60.2,38.46,0.0,True
2025-01-03,6,Deira,0.208,639,53.7,48.3,27.7,True
2025-01-03,7,Deira,0.401,681,45.7,61.33,101.5,True
2025-01-03,8,Deira,0.874,920,23.2,115.48,178.6,True
2025-01-03,9,Deira,0.637,851,36.8,91.72,139.5,True
2025-01-03,10,Deira,0.546,711,41.5,71.77,99.6,True
2025-01-03,11,Deira,0.391,685,51.7,61.17,79.6,True
2025-01-03,12,Deira,0.625,880,42.2,94.05,140.6,True
2025-01-03,13,Deira,0.582,826,38.6,85.6,116.3,True
2025-01-03,14,Deira,0.443,737,48.5,68.71,75.6,True
2025-01-03,15,Deira,0.485,758,46.5,73.06,125.1,True
2025-01-03,16,Deira,0.525,747,42.4,74.24,94.1,True
2025-01-03,17,Deira,0.67,818,28.5,90.16,156.3,True
2025-01-03,18,Deira,1.0,929,20.7,125.42,206.3,True
2025-01-03,19,Deira,0.625,798,33.4,85.31,146.6,True
2025-01-03,20,Deira,0.68,850,33.9,94.37,125.2,True
2025-01-03,21,Deira,0.499,790,35.9,76.94,76.7,True
2025-01-03,22,Deira,0.38,722,48.0,63.89,54.1,True
2025-01-03,23,Deira,0.196,629,53.5,46.99,24.2,True
2025-01-03,0,Bur Dubai,0.1,518,56.2,34.98,23.1,True
2025-01-03,1,Bur Dubai,0.145,606,53.0,42.97,23.1,True
2025-01-03,2,Bur Dubai,0.204,593,55.6,44.64,49.9,True
2025-01-03,3,Bur Dubai,0.052,517,56.5,33.04,10.7,True
2025-01-03,4,Bur Dubai,0.0,441,69.5,26.46,0.0,True
2025-01-03,5,Bur Dubai,0.0,499,62.9,29.94,0.0,True
2025-01-03,6,Bur Dubai,0.109,552,61.0,37.62,38.7,True
2025-01-03,7,Bur Dubai,0.582,784,37.5,81.28,133.0,True
2025-01-03,8,Bur Dubai,0.732,865,36.8,99.39,159.8,True
2025-01-03,9,Bur Dubai,0.538,765,41.3,76.76,111.5,True
2025-01-03,10,Bur Dubai,0.434,677,51.8,62.66,99.3,True
2025-01-03,11,Bur Dubai,0.371,710,50.3,62.37,72.3,True
2025-01-03,12,Bur Dubai,0.5,771,44.1,75.2,124.4,True
2025-01-03,13,Bur Dubai,0.424,679,51.1,62.32,93.6,True
2025-01-03,14,Bur Dubai,0.51,764,39.4,75.04,127.8,True
2025-01-03,15,Bur Dubai,0.378,676,44.9,59.71,62.8,True
2025-01-03,16,Bur Dubai,0.547,791,39.8,79.91,111.7,True
2025-01-03,17,Bur Dubai,0.532,738,43.2,73.74,101.0,True
2025-01-03,18,Bur Dubai,0.65,816,36.5,88.75,129.8,True
2025-01-03,19,Bur Dubai,0.577,733,39.3,75.71,89.2,True
2025-01-03,20,Bur Dubai,0.471,761,44.1,72.53,110.1,True
2025-01-03,21,Bur Dubai,0.501,762,40.2,74.34,80.5,True
2025-01-03,22,Bur Dubai,0.266,608,53.0,48.61,41.4,True
2025-01-03,23,Bur Dubai,0.157,580,58.6,41.64,3.3,True
2025-01-03,0,Downtown,0.23,642,47.6,49.6,25.1,True
2025-01-03,1,Downtown,0.111,591,57.0,40.37,36.8,True
2025-01-03,2,Downtown,0.0,469,62.1,28.14,5.1,True
2025-01-03,3,Downtown,0.104,526,56.2,35.67,25.3,True
2025-01-03,4,Downtown,0.035,535,65.1,33.5,0.0,True
2025-01-03,5,Downtown,0.162,587,51.7,42.36,38.7,True
2025-01-03,6,Downtown,0.363,670,50.5,58.45,56.0,True
2025-01-03,7,Downtown,0.635,799,34.3,86.01,118.0,True
2025-01-03,8,Downtown,0.794,854,30.9,102.1,161.2,True
2025-01-03,9,Downtown,0.894,944,24.9,119.92,200.2,True
2025-01-03,10,Downtown,0.56,808,37.1,82.42,143.6,True
2025-01-03,11,Downtown,0.447,691,48.3,64.63,103.5,True
2025-01-03,12,Downtown,0.698,829,35.5,93.11,119.2,True
2025-01-03,13,Downtown,0.557,785,42.8,79.87,90.7,True
2025-01-03,14,Downtown,0.629,835,37.9,89.48,133.4,True
2025-01-03,15,Downtown,0.512,760,43.7,74.77,120.0,True
2025-01-03,16,Downtown,0.431,642,48.4,59.29,78.7,True
2025-01-03,17,Downtown,0.872,937,26.7,117.48,166.8,True
2025-01-03,18,Downtown,1.0,964,19.7,130.14,196.4,True
2025-01-03,19,Downtown,0.951,982,24.4,128.94,176.5,True
2025-01-03,20,Downtown,0.781,899,30.4,106.62,133.7,True
2025-01-03,21,Downtown,0.568,741,41.7,76.05,128.7,True
2025-01-03,22,Downtown,0.268,605,50.9,48.46,65.8,True
2025-01-03,23,Downtown,0.406,722,48.2,65.29,100.0,True
2025-01-03,0,Marina,0.09,523,65.1,34.89,19.6,True
2025-01-03,1,Marina,0.126,568,57.5,39.43,15.3,True
2025-01-03,2,Marina,0.093,588,60.9,39.37,23.5,True
2025-01-03,3,Marina,0.011,500,62.0,30.41,0.0,True
2025-01-03,4,Marina,0.011,524,60.0,31.85,2.6,True
2025-01-03,5,Marina,0.043,535,59.7,33.81,5.2,True
2025-01-03,6,Marina,0.276,658,55.6,53.11,46.4,True
2025-01-03,7,Marina,0.399,682,50.0,61.33,63.2,True
2025-01-03,8,Marina,0.805,863,29.8,103.86,167.7,True
2025-01-03,9,Marina,0.624,784,33.8,83.73,111.0,True
2025-01-03,10,Marina,0.372,692,50.3,60.8,87.4,True
2025-01-03,11,Marina,0.331,641,51.2,54.38,65.5,True
2025-01-03,12,Marina,0.575,754,37.9,77.77,93.5,True
2025-01-03,13,Marina,0.628,810,37.6,86.73,115.5,True
2025-01-03,14,Marina,0.424,712,41.8,65.35,79.4,True
2025-01-03,15,Marina,0.336,701,51.1,59.72,87.3,True
2025-01-03,16,Marina,0.542,791,42.1,79.64,88.5,True
2025-01-03,17,Marina,0.594,799,41.8,83.54,129.2,True
2025-01-03,18,Marina,0.611,832,41.5,88.04,123.5,True
2025-01-03,19,Marina,0.613,835,35.3,88.47,137.4,True
2025-01-03,20,Marina,0.651,857,34.6,93.28,137.4,True
2025-01-03,21,Marina,0.433,722,45.4,66.77,98.7,True
2025-01-03,22,Marina,0.382,658,44.2,58.33,96.2,True
2025-01-03,23,Marina,0.182,535,57.0,39.39,21.3,True
2025-01-03,0,JBR,0.0,488,65.7,29.28,26.5,True
2025-01-03,1,JBR,0.0,499,65.1,29.94,11.2,True
2025-01-03,2,JBR,0.0,441,63.0,26.46,0.0,True
2025-01-03,3,JBR,0.013,475,72.5,28.95,0.0,True
2025-01-03,4,JBR,0.0,478,60.0,28.68,2.9,True
2025-01-03,5,JBR,0.242,586,57.7,45.8,50.9,True
2025-01-03,6,JBR,0.251,700,57.5,55.18,69.3,True
2025-01-03,7,JBR,0.319,686,48.0,57.6,50.2,True
2025-01-03,8,JBR,0.577,797,35.3,82.29,93.4,True
2025-01-03,9,JBR,0.488,650,45.7,62.81,87.8,True
2025-01-03,10,JBR,0.322,650,52.3,54.72,69.9,True
2025-01-03,11,JBR,0.439,669,45.9,62.17,105.6,True
2025-01-03,12,JBR,0.351,713,51.6,61.55,57.2,True
2025-01-03,13,JBR,0.48,725,39.9,69.6,85.6,True
2025-01-03,14,JBR,0.319,666,49.6,55.91,68.1,True
2025-01-03,15,JBR,0.326,682,51.8,57.62,65.7,True
2025-01-03,16,JBR,0.278,690,48.7,55.81,66.8,True
2025-01-03,17,JBR,0.629,845,38.3,90.59,105.6,True
2025-01-03,18,JBR,0.744,856,34.0,99.14,163.7,True
2025-01-03,19,JBR,0.487,718,41.3,69.29,67.9,True
2025-01-03,20,JBR,0.441,737,47.2,68.58,91.4,True
2025-01-03,21,JBR,0.431,768,44.2,70.9,72.6,True
2025-01-03,22,JBR,0.346,626,45.6,53.78,44.0,True
2025-01-03,23,JBR,0.116,571,61.9,39.22,17.6,True
2025-01-03,0,Business Bay,0.16,561,63.7,40.41,0.0,True
2025-01-03,1,Business Bay,0.163,527,55.6,38.06,32.6,True
2025-01-03,2,Business Bay,0.034,476,64.6,29.77,8.8,True
2025-01-03,3,Business Bay,0.16,584,55.1,42.07,35.9,True
2025-01-03,4,Business Bay,0.091,560,60.5,37.44,1.1,True
2025-01-03,5,Business Bay,0.021,461,67.2,28.38,0.0,True
2025-01-03,6,Business Bay,0.242,654,59.3,51.1,41.4,True
2025-01-03,7,Business Bay,0.428,707,46.9,65.1,99.8,True
2025-01-03,8,Business Bay,0.812,876,28.8,105.88,165.9,True
2025-01-03,9,Business Bay,0.769,856,30.7,100.73,139.8,True
2025-01-03,10,Business Bay,0.638,823,39.5,88.77,141.0,True
2025-01-03,11,Business Bay,0.429,737,49.7,67.95,77.7,True
2025-01-03,12,Business Bay,0.63,779,33.2,83.52,111.8,True
2025-01-03,13,Business Bay,0.526,789,45.9,78.44,114.4,True
2025-01-03,14,Business Bay,0.466,735,44.4,69.79,102.1,True
2025-01-03,15,Business Bay,0.603,835,33.7,87.87,124.5,True
2025-01-03,16,Business Bay,0.496,794,45.0,77.16,86.6,True
2025-01-03,17,Business Bay,0.913,881,22.1,113.22,173.6,True
2025-01-03,18,Business Bay,0.904,1000,19.8,127.81,183.3,True
2025-01-03,19,Business Bay,0.825,936,30.0,114.05,152.6,True
2025-01-03,20,Business Bay,0.623,795,36.1,84.86,110.5,True
2025-01-03,21,Business Bay,0.578,774,37.9,79.98,136.7,True
2025-01-03,22,Business Bay,0.538,788,37.7,79.09,95.4,True
2025-01-03,23,Business Bay,0.279,639,48.3,51.7,43.8,True
2025-01-03,0,Al Quoz,0.127,550,56.6,38.22,28.0,True
2025-01-03,1,Al Quoz,0.0,470,64.4,28.2,8.5,True
2025-01-03,2,Al Quoz,0.007,459,60.7,27.77,34.9,True
2025-01-03,3,Al Quoz,0.0,469,69.3,28.14,0.0,True
2025-01-03,4,Al Quoz,0.122,544,61.8,37.61,0.0,True
2025-01-03,5,Al Quoz,0.0,511,65.6,30.66,0.0,True
2025-01-03,6,Al Quoz,0.096,523,60.1,35.14,17.7,True
2025-01-03,7,Al Quoz,0.434,696,43.4,64.43,98.4,True
2025-01-03,8,Al Quoz,0.356,684,41.6,59.29,54.3,True
2025-01-03,9,Al Quoz,0.422,677,41.3,62.04,79.5,True
2025-01-03,10,Al Quoz,0.344,675,44.1,57.92,83.6,True
2025-01-03,11,Al Quoz,0.322,704,49.2,59.27,62.7,True
2025-01-03,12,Al Quoz,0.36,658,50.0,57.26,71.8,True
2025-01-03,13,Al Quoz,0.528,701,36.6,69.82,98.4,True
2025-01-03,14,Al Quoz,0.352,698,50.0,60.28,83.5,True
2025-01-03,15,Al Quoz,0.264,645,51.0,51.48,60.7,True
2025-01-03,16,Al Quoz,0.351,672,47.2,57.99,66.5,True
2025-01-03,17,Al Quoz,0.36,663,44.1,57.67,73.0,True
2025-01-03,18,Al Quoz,0.488,781,45.1,75.42,92.0,True
2025-01-03,19,Al Quoz,0.547,704,41.7,71.1,119.8,True
2025-01-03,20,Al Quoz,0.523,745,37.1,73.9,107.1,True
2025-01-03,21,Al Quoz,0.193,578,61.6,43.04,21.8,True
2025-01-03,22,Al Quoz,0.207,600,58.6,45.31,16.6,True
2025-01-03,23,Al Quoz,0.149,567,56.5,40.35,19.0,True
2025-01-03,0,DIP,0.09,575,59.9,38.38,14.0,True
2025-01-03,1,DIP,0.069,515,64.0,33.57,40.1,True
2025-01-03,2,DIP,0.0,554,71.1,33.24,0.0,True
2025-01-03,3,DIP,0.078,535,65.3,35.22,14.3,True
2025-01-03,4,DIP,0.019,564,65.9,34.65,12.6,True
2025-01-03,5,DIP,0.118,511,59.2,35.19,50.1,True
2025-01-03,6,DIP,0.116,589,58.9,40.45,10.0,True
2025-01-03,7,DIP,0.328,710,54.0,60.07,62.4,True
2025-01-03,8,DIP,0.401,687,48.2,61.89,77.2,True
2025-01-03,9,DIP,0.219,632,55.8,48.29,22.8,True
2025-01-03,10,DIP,0.244,591,54.9,46.27,52.3,True
2025-01-03,11,DIP,0.241,633,60.1,49.42,64.2,True
2025-01-03,12,DIP,0.202,618,57.0,46.46,31.1,True
2025-01-03,13,DIP,0.428,678,45.8,62.45,87.6,True
2025-01-03,14,DIP,0.276,606,49.0,48.93,34.5,True
2025-01-03,15,DIP,0.354,646,53.5,55.91,78.9,True
2025-01-03,16,DIP,0.346,659,51.9,56.64,55.5,True
2025-01-03,17,DIP,0.447,704,41.9,65.85,68.2,True
2025-01-03,18,DIP,0.449,706,44.5,66.14,76.1,True
2025-01-03,19,DIP,0.634,923,33.4,99.26,158.1,True
2025-01-03,20,DIP,0.36,652,43.7,56.7,55.5,True
2025-01-03,21,DIP,0.321,674,51.8,56.64,64.6,True
2025-01-03,22,DIP,0.19,550,57.5,40.86,29.4,True
2025-01-03,23,DIP,0.202,625,55.6,46.96,20.7,True
2025-01-03,0,Academic City,0.104,490,57.0,33.24,14.8,True
2025-01-03,1,Academic City,0.151,567,58.8,40.43,10.5,True
2025-01-03,2,Academic City,0.096,537,62.9,36.08,3.9,True
2025-01-03,3,Academic City,0.0,542,62.6,32.52,33.4,True
2025-01-03,4,Academic City,0.11,582,63.2,39.71,5.7,True
2025-01-03,5,Academic City,0.0,497,64.2,29.82,0.0,True
2025-01-03,6,Academic City,0.101,555,56.2,37.49,39.2,True
2025-01-03,7,Academic City,0.341,679,47.4,58.12,85.3,True
2025-01-03,8,Academic City,0.486,733,41.1,70.68,79.2,True
2025-01-03,9,Academic City,0.393,701,41.5,62.75,72.1,True
2025-01-03,10,Academic City,0.174,515,55.3,37.62,21.2,True
2025-01-03,11,Academic City,0.12,509,60.4,35.13,23.1,True
2025-01-03,12,Academic City,0.338,703,45.8,60.02,43.2,True
2025-01-03,13,Academic City,0.198,586,58.2,43.85,31.9,True
2025-01-03,14,Academic City,0.238,610,53.6,47.48,83.3,True
2025-01-03,15,Academic City,0.166,634,51.0,45.96,27.6,True
2025-01-03,16,Academic City,0.291,653,52.6,53.43,65.2,True
2025-01-03,17,Academic City,0.402,698,41.5,62.94,66.9,True
2025-01-03,18,Academic City,0.372,685,47.4,60.2,64.9,True
2025-01-03,19,Academic City,0.222,660,54.4,50.59,30.2,True
2025-01-03,20,Academic City,0.445,698,43.3,65.18,76.2,True
2025-01-03,21,Academic City,0.211,629,57.8,47.68,38.2,True
2025-01-03,22,Academic City,0.231,637,50.7,49.24,44.6,True
2025-01-03,23,Academic City,0.16,592,56.9,42.6,49.2,True
2025-01-03,0,Jumeirah,0.199,533,57.3,39.95,38.0,True
2025-01-03,1,Jumeirah,0.036,492,67.6,30.84,0.0,True
2025-01-03,2,Jumeirah,0.0,519,66.5,31.14,0.0,True
2025-01-03,3,Jumeirah,0.053,516,56.3,33.01,28.6,True
2025-01-03,4,Jumeirah,0.057,530,63.4,34.06,0.0,True
2025-01-03,5,Jumeirah,0.144,564,58.0,39.94,37.6,True
2025-01-03,6,Jumeirah,0.156,571,58.8,40.95,40.2,True
2025-01-03,7,Jumeirah,0.415,688,45.8,62.69,92.3,True
2025-01-03,8,Jumeirah,0.402,748,48.2,67.41,73.6,True
2025-01-03,9,Jumeirah,0.426,735,45.3,67.61,66.0,True
2025-01-03,10,Jumeirah,0.358,668,46.8,58.02,48.2,True
2025-01-03,11,Jumeirah,0.417,719,44.0,65.62,108.3,True
